223270426|0.20|15.00|0|4.2|7.7|806.5
223282926|0.20|15.00|0|4.3|4.5|805.7
223295426|0.20|15.00|0|3.4|0.0|809.2
223307926|0.20|15.00|0|3.8|5.5|807.7
223320426|0.20|15.00|0|4.4|6.7|807.2
223332926|0.20|15.00|0|4.0|2.2|806.7
223345426|0.20|15.00|0|3.2|0.0|808.2
223357926|0.20|15.00|0|3.4|4.0|808.2
223370426|0.20|15.00|0|4.5|9.0|807.0
223382926|0.20|15.00|0|4.4|4.0|806.5
223395426|0.20|15.00|0|3.5|0.0|807.0
223407926|0.20|15.00|0|3.5|3.2|808.0
223420426|0.20|15.00|0|4.3|7.5|808.0
223432926|0.20|15.00|0|3.9|2.2|807.7
223445426|0.20|15.00|0|3.1|0.0|806.7
223457926|0.20|15.00|0|3.4|4.5|805.5
223470426|0.20|15.00|0|3.4|3.5|810.0
223482926|0.20|15.00|0|3.6|4.5|808.0
223495426|0.20|15.00|0|3.3|2.0|805.0
223507926|0.20|15.00|0|3.1|2.2|806.0
223520426|0.20|15.00|0|3.6|5.5|808.0
223532926|0.20|15.00|0|3.6|3.5|809.5
223545426|0.20|15.00|0|3.1|1.5|806.0
223557926|0.20|15.00|0|3.7|5.7|802.7
223570426|0.20|15.00|0|4.2|6.2|809.0
223582926|0.20|15.00|0|4.0|3.2|810.0
223595426|0.20|15.00|0|3.4|1.3|806.7
223607926|0.20|15.00|0|3.7|4.7|803.2
223620426|0.20|15.00|0|3.9|4.7|808.2
223632926|0.20|15.00|0|3.4|1.3|811.7
223645426|0.20|15.00|0|3.0|1.3|808.7
223657926|0.20|15.00|0|3.8|7.2|801.7
223670426|0.20|15.00|0|3.8|3.5|808.2
223682926|0.20|15.00|0|3.4|2.0|811.2
223695426|0.20|15.00|0|3.0|1.3|808.7
223707926|0.20|15.00|0|3.6|6.2|802.5
223720426|0.20|15.00|0|3.3|1.8|809.0
223732926|0.20|15.00|0|3.0|2.0|811.5
223745426|0.20|15.00|0|2.5|0.3|810.2
223757926|0.20|15.00|0|3.1|5.7|804.0
223770426|0.20|15.00|0|3.9|7.2|805.0
223782926|0.20|15.00|0|3.3|0.8|811.2
223795426|0.20|15.00|0|2.8|1.0|811.0
223807926|0.20|15.00|0|3.4|5.5|803.7
223820426|0.20|15.00|0|3.7|5.2|803.7
223832926|0.20|15.00|0|3.0|0.3|811.2
223845426|0.20|15.00|0|2.4|0.0|812.0
223857926|0.20|15.00|0|3.4|7.0|804.0
223870426|0.20|15.00|0|4.1|7.2|802.7
223882926|0.20|15.00|0|3.3|0.0|811.7
223895426|0.20|15.00|0|2.7|0.3|811.5
223907926|0.20|15.00|0|3.5|6.5|805.7
223920426|0.20|15.00|0|4.0|6.2|804.0
223932926|0.20|15.00|0|3.2|0.0|809.5
223945426|0.20|15.00|0|2.6|0.0|810.7
223957926|0.20|15.00|0|3.5|7.0|806.2
223970426|0.20|15.00|0|4.5|8.5|803.5
223982926|0.20|15.00|0|3.6|0.0|807.5
223995426|0.20|15.00|0|2.9|0.0|810.0
224007926|0.20|15.00|0|3.4|5.5|806.7
224020426|0.20|15.00|0|4.2|7.2|803.2
224032926|0.20|15.00|0|3.3|0.0|806.7
224045426|0.20|15.00|0|2.7|0.0|809.2
224057926|0.20|15.00|0|3.3|5.7|806.7
224070426|0.20|15.00|0|4.5|9.3|803.2
224082926|0.20|15.00|0|4.3|3.5|803.7
224095426|0.20|15.00|0|3.4|0.0|809.0
224107926|0.20|15.00|0|3.8|5.2|806.2
224120426|0.20|15.00|0|4.7|8.5|806.0
224132926|0.20|15.00|0|4.0|1.3|805.0
224145426|0.20|15.00|0|3.2|0.0|808.2
224157926|0.20|15.00|0|3.7|5.5|806.5
224170426|0.20|15.00|0|4.1|6.0|807.2
224182926|0.20|15.00|0|3.7|2.0|805.7
224195426|0.20|15.00|0|3.0|0.0|806.2
224207926|0.20|15.00|0|3.1|3.5|807.0
224220426|0.20|15.00|0|4.3|9.0|806.7
224232926|0.20|15.00|0|3.7|1.5|805.7
224245426|0.20|15.00|0|3.0|0.0|804.2
224257926|0.20|15.00|0|3.1|3.7|805.2
224270426|0.20|15.00|0|3.6|5.7|808.0
224282926|0.20|15.00|0|3.8|4.5|805.7
224295426|0.20|15.00|0|3.4|1.8|803.7
224307926|0.20|15.00|0|3.9|5.7|803.5
224320426|0.20|15.00|0|3.6|2.7|808.5
224332926|0.20|15.00|0|3.5|3.0|807.5
224345426|0.20|15.00|0|3.1|1.5|803.5
224357926|0.20|15.00|0|3.4|4.5|803.2
224370426|0.20|15.00|0|3.7|4.7|808.0
224382926|0.20|15.00|0|3.2|1.3|809.0
224395426|0.20|15.00|0|3.0|2.5|804.0
224407926|0.20|15.00|0|3.6|5.7|802.0
224420426|0.20|15.00|0|3.6|3.7|807.7
224432926|0.20|15.00|0|3.3|2.2|808.7
224445426|0.20|15.00|0|2.9|1.0|805.0
224457926|0.20|15.00|0|2.7|2.0|800.5
224470426|0.20|15.00|0|3.0|4.0|806.7
224482926|0.20|15.00|0|2.5|0.5|809.5
224495426|0.20|15.00|0|2.3|1.5|804.7
224507926|0.20|15.00|0|2.9|5.5|797.0
224520426|0.20|15.00|0|3.4|5.2|804.5
224532926|0.20|15.00|0|2.9|1.0|808.5
224545426|0.20|15.00|0|2.9|3.0|806.0
224557926|0.20|15.00|0|3.7|6.7|799.0
224570426|0.20|15.00|0|3.5|2.5|805.0
224582926|0.20|15.00|0|2.8|0.0|810.0
224595426|0.20|15.00|0|2.5|1.5|807.5
224607926|0.20|15.00|0|3.5|7.2|800.0
224620426|0.20|15.00|0|3.7|4.7|802.7
224632926|0.20|15.00|0|3.0|0.0|808.7
224645426|0.20|15.00|0|2.4|0.0|809.0
224657926|0.20|15.00|0|3.9|10.0|798.2
224670426|0.20|15.00|0|3.9|3.7|803.5
224682926|0.20|15.00|0|3.3|1.3|807.7
224695426|0.20|15.00|0|2.7|0.0|809.2
224707926|0.20|15.00|0|4.0|9.5|800.2
224720426|0.20|15.00|0|4.5|6.2|800.7
224732926|0.20|15.00|0|3.6|0.0|808.2
224745426|0.20|15.00|0|2.9|0.0|808.2
224757926|0.20|15.00|0|4.3|10.3|800.2
224770426|0.20|15.00|0|5.0|7.5|801.2
224782926|0.20|15.00|0|4.1|0.5|806.0
224795426|0.20|15.00|0|3.3|0.3|808.2
224807926|0.20|15.00|0|4.4|8.5|802.0
224820426|0.20|15.00|0|4.5|5.0|802.5
224832926|0.20|15.00|0|3.6|0.0|806.7
224845426|0.20|15.00|0|2.9|0.0|809.2
224857926|0.20|15.00|0|3.7|7.2|804.0
224870426|0.20|15.00|0|4.4|7.2|801.7
224882926|0.20|15.00|0|3.7|0.8|805.2
224895426|0.20|15.00|0|3.0|0.0|808.7
224907926|0.20|15.00|0|3.2|4.2|806.0
224920426|0.20|15.00|0|3.8|6.0|803.0
224932926|0.20|15.00|0|3.0|0.0|804.5
224945426|0.20|15.00|0|2.4|0.0|807.2
224957926|0.20|15.00|0|3.0|5.2|805.7
224970426|0.20|15.00|0|3.9|7.5|803.7
224982926|0.20|15.00|0|3.1|0.0|805.2
224995426|0.20|15.00|0|2.5|0.0|808.2
225007926|0.20|15.00|0|3.4|7.0|804.7
225020426|0.20|15.00|0|3.9|6.0|805.5
225032926|0.20|15.00|0|3.2|0.5|806.0
225045426|0.20|15.00|0|2.6|0.0|807.2
225057926|0.20|15.00|0|3.4|6.5|804.7
225070426|0.20|15.00|0|3.7|5.2|806.5
225082926|0.20|15.00|0|3.6|3.0|804.7
225095426|0.20|15.00|0|3.0|0.5|805.0
225107926|0.20|15.00|0|3.3|4.7|804.7
225120426|0.20|15.00|0|3.3|3.0|807.7
225132926|0.20|15.00|0|3.3|3.2|805.2
225145426|0.20|15.00|0|2.6|0.0|804.5
225157926|0.20|15.00|0|3.1|5.0|804.2
225170426|0.20|15.00|0|3.3|4.2|808.2
225182926|0.20|15.00|0|3.1|2.0|807.2
225195426|0.20|15.00|0|2.4|0.0|804.7
225207926|0.20|15.00|0|2.7|3.5|803.2
225220426|0.20|15.00|0|2.6|2.5|809.0
225232926|0.20|15.00|0|2.5|2.0|807.7
225245426|0.20|15.00|0|2.0|0.0|804.7
225257926|0.20|15.00|0|2.5|4.7|802.2
225270426|0.20|15.00|0|2.7|3.2|809.2
225282926|0.20|15.00|0|2.6|2.0|808.2
225295426|0.20|15.00|0|2.4|1.8|804.2
225307926|0.20|15.00|0|2.9|5.0|800.5
225320426|0.20|15.00|0|2.7|1.8|808.7
225332926|0.20|15.00|0|2.1|0.0|810.0
225345426|0.20|15.00|0|2.1|2.0|804.2
225357926|0.20|15.00|0|3.3|8.3|798.5
225370426|0.20|15.00|0|3.2|2.7|806.5
225382926|0.20|15.00|0|2.9|1.8|808.5
225395426|0.20|15.00|0|2.6|1.5|806.5
225407926|0.20|15.00|0|3.6|7.2|798.5
225420426|0.20|15.00|0|3.6|3.7|805.0
225432926|0.20|15.00|0|2.9|0.0|809.0
225445426|0.20|15.00|0|2.5|1.0|807.2
225457926|0.20|15.00|0|3.8|9.0|798.7
225470426|0.20|15.00|0|3.8|4.0|804.0
225482926|0.20|15.00|0|3.1|0.0|808.7
225495426|0.20|15.00|0|3.1|3.0|807.7
225507926|0.20|15.00|0|3.9|7.2|800.0
225520426|0.20|15.00|0|3.9|3.7|803.2
225532926|0.20|15.00|0|3.1|0.3|806.7
225545426|0.20|15.00|0|2.5|0.0|809.2
225557926|0.20|15.00|0|3.7|8.3|800.7
225570426|0.20|15.00|0|3.7|4.0|802.7
225582926|0.20|15.00|0|3.0|0.0|808.5
225595426|0.20|15.00|0|2.4|0.0|808.5
225607926|0.20|15.00|0|3.3|7.0|802.0
225620426|0.20|15.00|0|3.8|5.7|801.0
225632926|0.20|15.00|0|3.0|0.0|806.5
225645426|0.20|15.00|0|2.4|0.0|809.7
225657926|0.20|15.00|0|3.4|7.2|803.2
225670426|0.20|15.00|0|4.2|7.2|801.2
225682926|0.20|15.00|0|3.3|0.0|805.5
225695426|0.20|15.00|0|2.7|0.0|808.0
225707926|0.20|15.00|0|3.1|5.0|805.2
225720426|0.20|15.00|0|3.8|6.5|802.5
225732926|0.20|15.00|0|3.0|0.0|804.7
225745426|0.20|15.00|0|2.4|0.0|807.5
225757926|0.20|15.00|0|3.1|6.0|805.0
225770426|0.20|15.00|0|4.3|8.8|802.5
225782926|0.20|15.00|0|3.8|2.0|802.2
225795426|0.20|15.00|0|3.1|0.0|807.5
225807926|0.20|15.00|0|3.3|4.5|805.2
225820426|0.20|15.00|0|4.0|6.7|804.2
225832926|0.20|15.00|0|4.2|5.0|800.5
225845426|0.20|15.00|0|3.4|0.0|807.0
225857926|0.20|15.00|0|3.6|4.5|806.5
