346020426|0.20|15.00|0|5.0|8.8|796.5
346032926|0.20|15.00|0|4.4|1.8|804.0
346045426|0.20|15.00|0|3.5|0.0|806.7
346057926|0.20|15.00|0|3.9|5.2|801.7
346070426|0.20|15.00|0|4.8|8.5|796.0
346082926|0.20|15.00|0|4.1|1.3|803.7
346095426|0.20|15.00|0|3.3|0.0|806.0
346107926|0.20|15.00|0|3.4|4.0|803.7
346120426|0.20|15.00|0|4.7|9.8|796.7
346132926|0.20|15.00|0|4.6|4.5|800.0
346145426|0.20|15.00|0|3.7|0.0|807.0
346157926|0.20|15.00|0|3.8|4.2|804.2
346170426|0.20|15.00|0|5.3|11.0|797.7
346182926|0.20|15.00|0|5.4|5.7|799.2
346195426|0.20|15.00|0|4.3|0.0|805.2
346207926|0.20|15.00|0|3.9|2.5|805.5
346220426|0.20|15.00|0|5.4|11.3|797.0
346232926|0.20|15.00|0|5.7|6.7|799.0
346245426|0.20|15.00|0|4.5|0.0|805.2
346257926|0.20|15.00|0|4.0|2.0|805.2
346270426|0.20|15.00|0|5.3|10.5|798.7
346282926|0.20|15.00|0|5.7|7.0|798.0
346295426|0.20|15.00|0|4.5|0.0|802.7
346307926|0.20|15.00|0|4.1|2.2|804.0
346320426|0.20|15.00|0|5.0|8.5|801.5
346332926|0.20|15.00|0|5.3|6.7|800.2
346345426|0.20|15.00|0|4.3|0.0|802.0
346357926|0.20|15.00|0|3.7|1.3|804.2
346370426|0.20|15.00|0|4.6|8.3|802.7
346382926|0.20|15.00|0|4.5|4.2|803.5
346395426|0.20|15.00|0|3.6|0.0|800.7
346407926|0.20|15.00|0|3.1|1.0|802.7
346420426|0.20|15.00|0|4.2|8.8|801.7
346432926|0.20|15.00|0|4.3|4.7|805.2
346445426|0.20|15.00|0|3.5|0.0|801.0
346457926|0.20|15.00|0|3.0|1.0|803.0
346470426|0.20|15.00|0|3.7|6.5|802.5
346482926|0.20|15.00|0|3.9|5.0|805.0
346495426|0.20|15.00|0|3.3|0.5|801.2
346507926|0.20|15.00|0|3.4|3.7|800.0
346520426|0.20|15.00|0|4.3|8.3|800.2
346532926|0.20|15.00|0|4.1|3.2|807.0
346545426|0.20|15.00|0|3.6|1.8|802.5
346557926|0.20|15.00|0|3.7|4.0|798.7
346570426|0.20|15.00|0|3.9|4.7|802.0
346582926|0.20|15.00|0|3.9|4.0|805.5
346595426|0.20|15.00|0|3.6|2.2|804.0
346607926|0.20|15.00|0|3.6|3.7|797.2
346620426|0.20|15.00|0|4.4|7.5|798.5
346632926|0.20|15.00|0|4.2|3.5|806.2
346645426|0.20|15.00|0|3.4|0.3|806.7
346657926|0.20|15.00|0|3.7|4.7|799.2
346670426|0.20|15.00|0|4.2|6.2|797.7
346682926|0.20|15.00|0|3.8|2.2|805.2
346695426|0.20|15.00|0|3.1|0.0|806.2
346707926|0.20|15.00|0|3.6|6.0|800.0
346720426|0.20|15.00|0|4.5|8.0|797.2
